# 出典: 厚生労働省 ハローワーク 免許・資格コード一覧（小分類）
# https://www.hellowork.mhlw.go.jp/info/license_list03.html
# 形式: 「# カテゴリ名」= 中分類見出し / それ以外 = コード<TAB>資格名（原文ママ・全角含む）
#農林水産技術
1324	建設業経理士２級
1325	建設業経理事務士３級
1326	建設業経理事務士４級
1399	その他の建築技術関係資格
#土木・測量技術
1401	第１種ダム水路主任技術者
1402	第２種ダム水路主任技術者
1403	ダム管理主任技術者
1404	１級土木施工管理技士
1405	２級土木施工管理技士
1406	１級造園施工管理技士
1407	２級造園施工管理技士
1408	測量士
1409	測量士補
1410	技術士（上下水道部門）
1499	その他の土木・測量技術関係資格
#情報処理技術
1501	システム監査技術者
1502	ネットワークスペシャリスト
1503	システムアーキテクト
1504	応用情報技術者
1505	基本情報技術者
1506	技術士（情報工学部門）
1508	プロジェクトマネージャ
1510	データベーススペシャリスト
1511	ＩＴサービスマネージャ
1512	エンベデッドシステムスペシャリスト
1516	マイクロソフト認定プロフェッショナル（ＭＣＰ）
1517	マイクロソフト認定ソリューションエキスパート（ＭＣＳＥ）
1518	シスコ技術者認定
1519	オラクルマスター
1520	Ｊａｖａ認定資格
1527	ＩＴコーディネータ
1538	ＩＴパスポート
1539	ＩＴストラテジスト（ＳＴ）
1541	Ｌｉｎｕｘ技術者認定資格
1544	ＶＢＡエキスパート
1545	ＪａｖａＴＭプログラミング能力認定１級
1546	ＪａｖａＴＭプログラミング能力認定２級
1547	ＪａｖａＴＭプログラミング能力認定３級
1548	Ｃ言語プログラミング能力認定試験１級
1549	Ｃ言語プログラミング能力認定試験２級
1550	Ｃ言語プログラミング能力認定試験３級
1551	Ｗｅｂデザイナー検定（ベーシック）
1552	Ｗｅｂデザイナー検定（エキスパート）
1553	Ｗｅｂクリエイター能力認定試験（上級）
1554	Ｗｅｂクリエイター能力認定試験（初級）
1555	ウェブデザイン技能士
1556	ホームページ作成検定
1557	ＣＧクリエイター検定
1558	ＤＴＰ検定
1563	Ｗｅｂクリエイター能力認定エキスパート
1564	Ｗｅｂクリエイター能力認定スタンダード
1565	情報処理安全確保支援士
1599	その他の情報処理技術関係資格
#その他の技術
1601	労働安全コンサルタント
1602	公害防止管理者
1603	エネルギー管理士
1605	第一種作業環境測定士
1606	第二種作業環境測定士
1607	エックス線作業主任者
1608	ガンマ線透過写真撮影作業主任者
1609	毒物劇物取扱責任者
1610	甲種火薬類取扱保安責任者
1611	乙種火薬類取扱保安責任者
1612	下水道管理技術認定（処理施設）
1613	下水道管理技術認定（管路施設）
1614	一般廃棄物処理施設技術管理士
1615	産業廃棄物処理施設技術管理士
1616	地質調査技士（区分なし又は旧「土質」）
1617	地質調査技士（区分なし又は旧「岩盤」）
1618	技術士（経営工学部門）
1619	技術士（衛生工学部門）
1620	技術士（環境部門）
1621	技術士（応用理学部門）
1622	気象予報士
1623	臭気判定士
1624	下水道第１種技術検定
1625	下水道第２種技術検定
1626	下水道第３種技術検定
1699	その他の技術関係資格
#医師、歯科医師、獣医師、薬剤師
1701	医師
1702	歯科医師
1703	獣医師
1704	薬剤師
#保健師、助産師、看護師
1801	保健師
1802	助産師
1803	看護師
1804	准看護師
#医療技術職
1901	臨床検査技師
1902	衛生検査技師
1903	臨床工学技士
1904	理学療法士
1905	作業療法士
1906	歯科技工士
1907	歯科衛生士
1908	診療放射線技師
1909	視能訓練士
1910	言語聴覚士
1999	その他の医療技術関係資格
#栄養士
2001	管理栄養士
2002	栄養士
#物療専門職
2101	あん摩マッサージ指圧師
2102	はり師
2103	きゅう師
2104	柔道整復師
2105	整体師
2107	リフレクソロジスト資格
2108	カイロプラクティック資格
2199	その他の物療関係資格
#その他の医療・保健衛生
2201	労働衛生コンサルタント
2202	第一種衛生管理者
2203	第二種衛生管理者
2204	衛生工学衛生管理者
2205	義肢装具士
2206	救急救命士
2207	臨床心理士
2209	認知症ケア専門士
2210	公認心理師
2299	その他の医療・保健衛生関係資格
#福祉・介護
2301	社会福祉士
2302	介護福祉士
2303	保育士
2304	ホームヘルパー１級
2305	ホームヘルパー２級
2306	ホームヘルパー３級
2307	精神保健福祉士
2308	介護支援専門員（ケアマネージャー）
2309	手話通訳士
2310	福祉住環境コーディネーター検定
2311	介護職員基礎研修修了者
2312	福祉用具専門相談員
2313	介護職員初任者研修修了者
2314	介護職員実務者研修修了者
2399	その他の福祉・介護関係資格
#法務
2401	司法試験
2402	司法書士
2403	弁理士
2404	海事代理士
2405	通関士
2406	ビジネス実務法務検定
2407	知的財産管理技能士１級
2408	知的財産管理技能士２級
2409	知的財産管理技能士３級
2499	その他の法務関係資格
#経営
2501	公認会計士
2503	税理士
2504	証券アナリスト（ＣＭＡ）
2505	ファイナンシャルプランナー（ＣＦＰ／ＡＦＰ）
2510	社会保険労務士
2511	中小企業診断士
2512	アクチュアリー
2513	経営労務コンサルタント
2514	経営コンサルタント（日本生産性本部認定）
2515	１級ファイナンシャル・プランニング技能士
2516	２級ファイナンシャル・プランニング技能士
2517	３級ファイナンシャル・プランニング技能士
2599	その他の経営関係資格
#幼稚園・学校教諭免許
2601	幼稚園教諭免許（専修・１種・２種）
2602	小学校教諭免許（専修・１種・２種）
2603	中学校教諭免許（専修・１種・２種）
2604	高等学校教諭免許（専修・１種）
2608	養護教諭免許（専修・１種・２種）
2609	特別支援学校教諭免許（専修・１種・２種）
2610	社会教育主事
#博物館・図書館専門職
2701	司書
2702	司書補
2703	学芸員
2704	学芸員補
#専修・各種学校教員
2801	看護教員
2802	職業訓練指導員免許
2803	指定自動車教習所指導員
2804	専修学校教員認定
2805	専修学校准教員認定
2811	日本語教師養成講座修了（４２０時間）
2813	日本語教育能力検定試験
2899	その他の専修・各種学校教員関係資格
#スポーツ等指導
2901	社会体育指導者（地域スポーツ指導者）（初級）
2902	社会体育指導者（地域スポーツ指導者）（中級）
2903	社会体育指導者（地域スポーツ指導者）（上級）
2904	社会体育指導者（競争力向上指導者）（初級）
2905	社会体育指導者（競争力向上指導者）（中級）
2906	社会体育指導者（競争力向上指導者）（上級）
2907	社会体育指導者（商業スポーツ指導）（初級）
2908	社会体育指導者（商業スポーツ指導）（中級）
2909	社会体育指導者（商業スポーツ指導）（上級）
2910	スポーツプログラマー
2911	フィットネストレーナー
2912	健康運動指導士
2913	健康運動実践指導者
2914	レクリエーション・インストラクター／コーディネーター
2915	エアロビエクササイズインストラクター
2916	健康管理士一般指導員
2917	健康管理士上級指導員
2999	その他のスポーツ等指導関係資格
#美術・音楽等
3001	１級フラワー装飾技能士
3002	２級フラワー装飾技能士
3003	カラーコーディネーター（１～２級）
3004	色彩検定
3005	ＰＯＰ検定（等級なし又は旧１級）
3006	ＰＯＰ検定（等級なし又は旧２級）
3007	ＰＯＰ検定（等級なし又は旧３級）
3009	ＣＧクリエイター検定エキスパート
3010	ＣＧクリエイター検定ベーシック
3012	１級園芸装飾技能士
3013	２級園芸装飾技能士
3014	３級園芸装飾技能士
3015	ＭＩＤＩ検定１級
3016	ＭＩＤＩ検定２級
3017	ＭＩＤＩ検定３級
3099	その他の美術・音楽等関係資格
#カウンセリング
3104	キャリアカウンセラー／アドバイザー
3105	キッチンスペシャリスト
3106	消費生活アドバイザー
3107	１級キャリアコンサルティング技能士
3108	２級キャリアコンサルティング技能士
3109	心理カウンセラー
3110	産業カウンセラー
3111	シニア産業カウンセラー
3112	キャリアコンサルタント
3199	その他のカウンセリング関係資格
#不動産関連
3201	不動産鑑定士
3202	不動産鑑定士補
3203	土地家屋調査士
3204	土地改良換地士
3205	土地区画整理士
3206	不動産コンサルティング技能登録
3207	宅地建物取引士（旧：宅地建物取引主任者）
3208	マンションリフォームマネジャー
3209	マンション管理士
3210	管理業務主任者
3299	その他の不動産関係資格
#翻訳・語学
3301	通訳案内士
3307	実用英語技能検定１級
3308	実用英語技能検定準１級
3309	実用英語技能検定２級
3313	工業英語能力検定１級
3314	工業英語能力検定２級
3315	工業英語能力検定３級
3316	工業英語能力検定４級
3322	ＴＯＥＩＣ（７３０点～）
3323	ＴＯＥＩＣ（６００点～）
3324	ＴＯＥＩＣ（４７０点～）
3325	実用フランス語技能検定１級
3326	実用フランス語技能検定２級
3327	ドイツ語技能検定１級
3328	ドイツ語技能検定２級
3329	中国語検定１級
3330	中国語検定２級
3331	ハングル能力検定１級
3332	ハングル能力検定２級
3333	ビジネス中国語検定（Ａ・Ｂ）
3334	ＨＳＫ漢語水平考試
3335	日商ビジネス英語検定１級
3336	日商ビジネス英語検定２級
3337	日商ビジネス英語検定３級
3338	全商英語検定１級
3339	全商英語検定２級
3399	その他の翻訳・語学関係資格
#秘書技能
3401	秘書検定１級
3402	秘書検定２級
3403	秘書検定３級
3404	ＣＢＳ（国際秘書）検定
3405	医療秘書技能検定１級
3406	医療秘書技能検定２級
3407	医療秘書技能検定３級
3499	その他の秘書技能関係資格
#筆記技能
3501	速記技能検定
3503	毛筆書写技能検定１級
3504	毛筆書写技能検定２級
3505	毛筆書写技能検定３級
3506	毛筆書写技能検定４級
3507	硬筆書写技能検定１級
3508	硬筆書写技能検定２級
3509	硬筆書写技能検定３級
3510	硬筆書写技能検定４級
3511	日本漢字能力検定１級
3512	日本漢字能力検定２級
3513	ビジネス文書検定１級
3514	ビジネス文書検定２級
3515	ビジネス文書検定３級
3521	ビジネス能力検定ジョブパス１級
3522	ビジネス能力検定ジョブパス２級
3523	ビジネス能力検定ジョブパス３級
3524	日本語検定１級
3525	日本語検定準１級
3526	日本語検定２級
3527	日本語検定準２級
3528	日本語検定３級
3529	日本語検定準３級
3530	日本語検定４級
3531	日本語検定準４級
3532	日本語検定５級
3533	日本語検定準５級
3534	日本語検定６級
3535	日本語検定準６級
3536	日本語検定７級
3537	日本語検定準７級
3599	その他の筆記技能関係資格
#会計事務
3601	珠算能力検定１０段
3602	珠算能力検定９段
3603	珠算能力検定８段
3604	珠算能力検定７段
3605	珠算能力検定６段
3606	珠算能力検定５段
3607	珠算能力検定４段
3608	珠算能力検定３段
3609	珠算能力検定２段
3610	珠算能力検定初段
3611	珠算能力検定１級
3612	珠算能力検定２級
3613	珠算能力検定３級
3615	所得税法能力検定試験１級
3616	所得税法能力検定試験２級
3617	所得税法能力検定試験３級
3619	法人税法能力検定試験１級
3620	法人税法能力検定試験２級
3621	法人税法能力検定試験３級
3623	日商簿記１級
3624	日商簿記２級
3625	日商簿記３級
3626	簿記能力検定（全経上級）
3627	簿記能力検定（全経１級）
3628	簿記能力検定（全経２級）
3629	簿記能力検定（全経３級）
3630	簿記実務検定１級
3631	簿記実務検定２級
3632	簿記実務検定３級
3634	消費税法能力検定試験１級
3635	消費税法能力検定試験２級
3636	消費税法能力検定試験３級
3699	その他の会計事務関係資格
#専門的事務
3701	行政書士
3705	運行管理者（旅客）
3706	運行管理者（貨物）
3707	医療保険請求事務者（医科・歯科）
3708	医療事務実務士１級
3709	医療事務実務士２級
3710	メディカルクラーク（医療事務技能審査）
3711	メディカルクラーク（医療事務技能審査）
3712	診療報酬請求事務能力認定試験（医科・歯科）
3713	医療事務検定試験
3714	診療情報管理士
3715	医療事務資格
3716	医事管理士
3717	医療秘書士
3718	医療管理秘書士
3719	ドクターズクラーク（医師事務作業補助技能認定）
3720	医事コンピュータ技能検定準１級
3721	医事コンピュータ技能検定２級
3722	医事コンピュータ技能検定３級
3723	ケアクラーク技能認定
3724	介護事務管理士
3725	介護保険事務管理士
3726	調剤事務管理士
3727	医療事務管理士（医科・歯科）
3728	１級金融窓口サービス技能士
3729	２級金融窓口サービス技能士
3730	３級金融窓口サービス技能士
3799	その他の専門的事務関係資格
#ＯＡ機器操作
3801	日本語ワープロ検定１級
3802	日本語ワープロ検定２級
3803	日本語ワープロ検定３級
3804	日本語ワープロ検定４級
3812	ＩＣＴプロフィシエンシー検定（Ｐ検）１級
3813	ＩＣＴプロフィシエンシー検定（Ｐ検）２級
3814	ＩＣＴプロフィシエンシー検定（Ｐ検）３級
3815	ＭＯＳ　Ｅｘｃｅｌエキスパート
3816	ＭＯＳ　Ｅｘｃｅｌスペシャリスト
3817	ＭＯＳ　Ｗｏｒｄエキスパート
3818	ＭＯＳ　Ｗｏｒｄスペシャリスト
3819	マイクロソフト認定トレーナー（ＭＣＴ）
3820	電卓技能検定試験十段
3821	電卓技能検定試験九段
3822	電卓技能検定試験八段
3823	電卓技能検定試験七段
3824	電卓技能検定試験六段
3825	電卓技能検定試験五段
3826	電卓技能検定試験四段
3827	電卓技能検定試験三段
3828	電卓技能検定試験二段
3829	電卓技能検定試験初段
3830	電卓技能検定試験１級
3831	電卓技能検定試験２級
3832	電卓技能検定試験３級
3836	パソコン［ワープロ・表計算］可
3837	パソコン［ワープロ］可
3838	ＭＯＳ　ＰｏｗｅｒＰｏｉｎｔ
3839	ＭＯＳ　Ａｃｃｅｓｓ
3840	ＭＯＳ　Ｏｕｔｌｏｏｋ
3841	日商ＰＣ検定試験（文書作成）１級
3842	日商ＰＣ検定試験（文書作成）２級
3843	日商ＰＣ検定試験（文書作成）３級
3844	日商ＰＣ検定試験（データ活用）１級
3845	日商ＰＣ検定試験（データ活用）２級
3846	日商ＰＣ検定試験（データ活用）３級
3847	ＰｏｗｅｒＰｏｉｎｔプレゼン技能認定試験
3848	Ａｃｃｅｓｓビジネスデータベース技能認定試験
3849	Ｅｘｃｅｌ表計算処理技能認定試験１級
3850	Ｅｘｃｅｌ表計算処理技能認定試験２級
3851	Ｅｘｃｅｌ表計算処理技能認定試験３級
3852	Ｗｏｒｄ文書処理技能認定試験１級
3853	Ｗｏｒｄ文書処理技能認定試験２級
3854	Ｗｏｒｄ文書処理技能認定試験３級
3855	情報処理技能検定試験（表計算）初段～１級
3856	情報処理技能検定試験（表計算）準１～２級
3857	情報処理技能検定試験（表計算）準２～３級
3858	情報処理技能検定試験（表計算）４級
3859	情報処理技能検定試験（データベース）１級
3860	情報処理技能検定試験（データベース）２級
3861	情報処理技能検定試験（データベース）３級
3862	情報処理技能検定試験（データベース）４級
3863	ディジタル技術検定１級
3864	ディジタル技術検定２級
3865	ディジタル技術検定３級
3866	ディジタル技術検定４級
3873	情報処理検定１級
3874	情報処理検定２級
3875	情報処理検定３級
3879	日商ＰＣ検定試験（プレゼン資料作成）１級
3880	日商ＰＣ検定試験（プレゼン資料作成）２級
3881	日商ＰＣ検定試験（プレゼン資料作成）３級
3882	検索技術者検定１級
3883	検索技術者検定２級
3884	検索技術者検定３級
3899	その他のＯＡ機器操作関係資格
#コンピュータサービス技能評価試験（ＣＳ試験）
3901	ＣＳ試験（ワープロ部門）１級
3902	ＣＳ試験（ワープロ部門）２級
3903	ＣＳ試験（ワープロ部門）３級
3904	ＣＳ試験（表計算部門）１級
3905	ＣＳ試験（表計算部門）２級
3906	ＣＳ試験（表計算部門）３級
3922	ＣＳ試験（情報セキュリティ部門）
3999	その他のコンピュータサービス技能評価試験
#ビジネス・キャリア検定
4001	ビジキャリ（人事・人材開発・労務管理）
4002	ビジネス・キャリア検定（経理・財務管理）
4003	ビジキャリ（営業・マーケティング）
4004	ビジネス・キャリア検定（生産管理）
4005	ビジネス・キャリア検定（企業法務・総務）
4007	ビジネス・キャリア検定（ロジスティクス）
4011	ビジキャリ（経営情報システム）
4012	ビジネス・キャリア検定（経営戦略）
#商品販売
4101	１級販売士
4102	２級販売士
4103	３級販売士
4104	高圧ガス販売主任者（第１種）
4105	高圧ガス販売主任者（第２種）
4106	印刷営業士
4107	管理印刷営業士
4108	貿易実務検定
4109	中古自動車査定士
4110	衣料管理士１～２級
4111	１級商品装飾展示技能士
4112	２級商品装飾展示技能士
4113	３級商品装飾展示技能士
4115	登録販売者（一般医薬品）
4116	家電製品アドバイザー
4117	ＤＩＹアドバイザー
4199	その他の商品販売関係資格
#販売類似
4201	一種・二種外務員資格
4202	総合旅行業務取扱管理者
4203	国内旅行業務取扱管理者
4204	外務員登録資格（商品先物取引）
4205	貸金業務取扱主任者
4206	生命保険業界共通教育制度一般課程試験
4299	その他の販売類似関係資格
#サービス（調理除く）
4301	理容師
4302	管理理容師
4303	美容師
4304	管理美容師
4305	クリーニング師
4309	１級舞台機構調整技能士
4310	２級舞台機構調整技能士
4311	３級舞台機構調整技能士
4312	きものコンサルタント
4313	認定エステティシャン
4314	総合旅程管理主任者
4315	国内旅程管理主任者
4316	トリマー
4317	ネイリスト技能検定試験１級
4318	ネイリスト技能検定試験２級
4319	ネイリスト技能検定試験３級
4320	アロマテラピー検定１級
4321	アロマテラピー検定２級
4322	旧ブライダルコーディネーター検定
4323	ブライダルプランナー検定１級
4324	ブライダルプランナー検定２級
4325	葬祭ディレクター１級
4326	葬祭ディレクター２級
4327	フードコーディネーター
4328	１級レストランサービス技能士
4329	２級レストランサービス技能士
4330	３級レストランサービス技能士
4331	１級ピアノ調律技能士
4332	２級ピアノ調律技能士
4333	３級ピアノ調律技能士
4334	１級着付け技能士
4335	２級着付け技能士
4336	１級ブライダルコーディネート技能士
4337	２級ブライダルコーディネート技能士
4338	３級ブライダルコーディネート技能士
4399	その他のサービス関係資格
#調理等
4401	調理師
4402	専門調理師・調理技能士
4403	ふぐ調理師
4404	鮮魚士（１級）
4405	鮮魚士（２級）
4406	鮮魚士（３級）
4410	一級惣菜管理士
4411	二級惣菜管理士
4412	三級惣菜管理士
4413	ソムリエ
4414	野菜ソムリエ
4499	その他の調理等関係資格
#保安
4501	甲種消防設備士
4502	乙種消防設備士
4503	第１種消防設備点検資格者
4504	第２種消防設備点検資格者
4505	警備員検定試験（１級）
4506	警備員検定試験（２級）
4507	１級ビル設備管理技能士
4508	２級ビル設備管理技能士
4509	防火管理者（甲種・乙種）
4510	施設警備業務検定１級
4511	施設警備業務検定２級
4512	空港保安警備業務検定１級
4513	空港保安警備業務検定２級
4514	雑踏警備業務検定１級
4515	雑踏警備業務検定２級
4516	交通誘導警備業務検定１級
4517	交通誘導警備業務検定２級
4518	核燃料物質等危険物運搬警備業務検定１級
4519	核燃料物質等危険物運搬警備業務検定２級
4520	貴重品運搬警備業務検定１級
4521	貴重品運搬警備業務検定２級
4599	その他の保安関係資格
#農業
4601	１級造園技能士
4602	２級造園技能士
4603	３級造園技能士
4699	その他の農業関係資格
#鉄道（軌道）運転
4701	動力車操縦者（鉄道）運転免許
4799	その他の鉄道（軌道）運転免許
#自動車等車両運転・船舶運転
4801	大型自動車免許
4802	大型自動車第二種免許
4803	普通自動車免許
4804	普通自動車第二種免許
4805	普通自動車免許（ＡＴ限定）
4806	大型特殊自動車免許
4807	大型特殊自動車第二種免許
4808	自動二輪車免許
4809	小型特殊自動車免許
4810	原動機付自転車免許
4811	牽引免許
4812	牽引第二種免許
4813	フォークリフト運転技能者
4814	高所作業車運転技能者
4815	不整地運搬車運転技能者
4816	小型船舶操縦士
4817	中型自動車免許
4818	中型自動車第二種免許
4819	８トン限定中型自動車免許
4820	８トン限定中型自動車第二種免許
4821	５トン限定中型自動車第二種免許
4822	準中型自動車免許
4823	５トン限定準中型自動車免許
4899	その他の自動車等車両・船舶運転免許
#航空機運転
4901	定期運送用操縦士
4902	事業用操縦士（飛行機）
4903	事業用操縦士（回転翼航空機）
4904	自家用操縦士（飛行機）
4905	自家用操縦士（回転翼航空機）
4907	一等航空士
4908	二等航空士
4909	航空機関士
4999	その他の航空機運転免許
#通信
5001	第１級総合無線通信士
5002	第２級総合無線通信士
5003	第３級総合無線通信士
5004	航空無線通信士
5005	航空特殊無線技士
5006	第一級陸上無線技術士
5007	第二級陸上無線技術士
5008	第一級陸上特殊無線技士
5009	第二級陸上特殊無線技士
5010	第三級陸上特殊無線技士
5011	国内電信級陸上特殊無線技士
5099	その他の通信関係資格
#金属材料製造
5101	鉛作業主任者
5102	四アルキル鉛等作業主任者
5103	１級金属溶解技能士
5104	２級金属溶解技能士
5105	特級鋳造技能士
5106	１級鋳造技能士
5107	２級鋳造技能士
5108	１級鍛造技能士
5109	２級鍛造技能士
5110	特級金属熱処理技能士
5111	１級金属熱処理技能士
5112	２級金属熱処理技能士
5113	３級金属熱処理技能士
5114	１級粉末冶金技能士
5115	２級粉末冶金技能士
5116	１級金属材料試験技能士
5117	２級金属材料試験技能士
5118	非破壊検査総合管理技術者
5119	非破壊試験技術者レベル１
5120	非破壊試験技術者レベル２
5121	非破壊試験技術者レベル３
5199	その他の金属材料製造関係資格
#化学製品製造
5201	化学設備関係第一種圧力容器取扱作業主任者
5202	有機溶剤作業主任者
5203	特定化学物質作業主任者
5204	１級化学分析技能士
5205	２級化学分析技能士
5206	危険物取扱者（甲種）
5207	危険物取扱者（乙種）
5208	危険物取扱者（丙種）
5209	高圧ガス移動監視者
5210	高圧ガス移動監視者
5211	高圧ガス移動監視者（液化天然ガス）
5299	その他の化学製品製造関係資格
#窯業・土石製品製造
5303	１級陶磁器製造技能士
5304	２級陶磁器製造技能士
5307	１級石材施工技能士
5308	２級石材施工技能士
5399	その他の窯業・土石製品製造関係資格
#金属加工
5401	特級機械加工技能士
5402	１級機械加工技能士
5403	２級機械加工技能士
5404	３級機械加工技能士
5405	特級放電加工技能士
5406	１級放電加工技能士
5407	２級放電加工技能士
5408	１級鉄工技能士
5409	２級鉄工技能士
5410	特級工場板金技能士
5411	１級工場板金技能士
5412	２級工場板金技能士
5413	１級建築板金技能士
5414	２級建築板金技能士
5415	溶射技能士
5416	特級めっき技能士
5417	１級めっき技能士
5418	２級めっき技能士
5419	３級めっき技能士
5420	１級アルミニウム陽極酸化処理技能士
5421	２級アルミニウム陽極酸化処理技能士
5422	プレス機械作業主任者
5423	特級金属プレス加工技能士
5424	１級金属プレス加工技能士
5425	２級金属プレス加工技能士
5426	１級金属ばね製造技能士
5427	２級金属ばね製造技能士
5428	１級ロープ加工技能士
5429	２級ロープ加工技能士
5431	特級仕上げ技能士
5432	１級仕上げ技能士
5433	２級仕上げ技能士
5438	特級金型製作技能士
5439	１級金型製作技能士
5440	２級金型製作技能士
5441	１級切削工具研削技能士
5442	２級切削工具研削技能士
5443	特級ダイカスト技能士
5444	１級ダイカスト技能士
5445	２級ダイカスト技能士
5499	その他の金属加工関係資格
#金属溶接・溶断
5501	特別ボイラー溶接士
5502	普通ボイラ－溶接士
5503	ガス溶接作業主任者
5504	溶接管理技術者１級
5505	溶接管理技術者２級
5506	溶接作業指導者
5507	溶接技能者
5510	ガス圧接技量検定１種
5511	ガス圧接技量検定２種
5512	ガス圧接技量検定３種
5513	ガス圧接技量検定４種
5514	ガス溶接技能者
5515	アーク溶接技能者（専門級）
5516	アーク溶接技能者（基本級）
5517	ステンレス鋼溶接技能者（専門級）
5518	ステンレス鋼溶接技能者（基本級）
5519	アルミニウム溶接技能者（専門級）
5520	アルミニウム溶接技能者（基本級）
5599	その他の金属溶接・溶断関係資格
#一般機械器具組立・修理
5601	特級機械保全技能士
5602	１級機械保全技能士
5603	２級機械保全技能士
5604	特級機械検査技能士
5605	１級機械検査技能士
5606	２級機械検査技能士
5607	３級機械検査技能士
5608	特級内燃機関組立て技能士
5609	１級内燃機関組立て技能士
5610	２級内燃機関組立て技能士
5611	３級内燃機関組立て技能士
5612	特級空気圧装置組立て技能士
5613	１級空気圧装置組立て技能士
5614	２級空気圧装置組立て技能士
5615	特級油圧装置調整技能士
5616	１級油圧装置調整技能士
5617	２級油圧装置調整技能士
5618	１級縫製機械整備技能士
5619	２級縫製機械整備技能士
5620	特級建設機械整備技能士
5621	１級建設機械整備技能士
5622	２級建設機械整備技能士
5623	１級農業機械整備技能士
5624	２級農業機械整備技能士
5699	その他の機械器具組立・修理関係資格
#電気・電子機器組立
5701	特級電気機器組立て技能士
5702	１級電気機器組立て技能士
5703	２級電気機器組立て技能士
5704	特級電子機器組立て技能士
5705	１級電子機器組立て技能士
5706	２級電子機器組立て技能士
5707	３級電子機器組立て技能士
5712	特級自動販売機調整技能士
5713	１級自動販売機調整技能士
5714	２級自動販売機調整技能士
5715	特級半導体製品製造技能士
5716	１級半導体製品製造技能士
5717	２級半導体製品製造技能士
5718	電子回路接続技能士
5719	特級プリント配線板製造技能士
5720	１級プリント配線板製造技能士
5721	２級プリント配線板製造技能士
5722	３級プリント配線板製造技能士
5727	家電製品エンジニア（生活家電）
5728	家電製品エンジニア（ＡＶ情報家電）
5799	その他の電気・電子機器組立関係資格
#輸送用機械組立・修理・検査
5801	自動車タイヤ整備士
5802	自動車電気装置整備士
5803	自動車車体整備士
5804	一等航空整備士
5805	二等航空整備士
5807	航空工場整備士
5808	１級産業車両整備技能士
5809	２級産業車両整備技能士
5810	１級鉄道車両製造・整備技能士
5811	２級鉄道車両製造・整備技能士
5812	自転車安全整備士
5813	二級ガソリン自動車整備士
5814	二級ジーゼル自動車整備士
5815	三級自動車ガソリン・エンジン整備士
5816	三級自動車ジーゼル・エンジン整備士
5817	三級自動車シャシ整備士
5818	二級自動車整備士
5819	三級自動車整備士
5820	自動車整備士（二輪）
5821	自転車技士（旧自転車組立整備士）
5822	自動車検査員
5823	整備管理者
5824	一級大型自動車整備士
5825	一級小型自動車整備士
5899	その他の輸送用機械組立・修理・検査関係資格
#計器・光学機器組立・修理・検査
5901	１級時計修理技能士
5902	２級時計修理技能士
5903	３級時計修理技能士
5904	一般計量士
5905	環境計量士
5906	特級光学機器製造技能士
5907	１級光学機器製造技能士
5908	２級光学機器製造技能士
5999	その他の計器・光学機器組立・修理・検査関係資格
#飲食料品製造
6001	特級パン製造技能士
6002	１級パン製造技能士
6003	２級パン製造技能士
6004	製菓衛生師
6005	１級菓子製造技能士
6006	２級菓子製造技能士
6007	製麺技能士
